cgpa,aptitude_score,programming,data_structures,communication,public_speaking,creative_thinking,role
6.388119881953079,69,8.075917162252896,5.387450987306399,6.128682798964728,4.949660385643704,4.857239668491717,Full-Stack Developer
8.450369682396904,28,7.463317233758901,7.033326975683648,6.7541993252578445,3.047340613690797,8.973961916094401,Cloud Engineer
6.349006422577697,62,4.4177271900095105,4.416612500413446,7.942289071044099,9.322544912103188,5.973005550524132,Product Manager
5.540329876120224,70,8.782938589645918,4.647428676148483,8.801339157924293,7.396797882663444,5.656742329547163,Cyber Security Analyst
6.490914657134892,41,4.331622689390036,3.9237166766740805,8.873184192069559,4.238817467905787,9.134428882628022,UI/UX Designer
7.9380508327299815,94,9.726516468575364,7.457885077000015,5.655497225306047,5.776024358986117,8.937882570864785,Data Scientist
7.190127447955128,93,8.08704706823817,6.7009926495341325,9.307054849698954,5.928347921780097,9.129287311628012,Data Scientist
9.294280843008586,73,9.608089662000962,8.704981311332721,4.872105305476663,6.380673969930335,6.271507658952973,Full-Stack Developer
7.860923377591135,76,8.009688254160963,5.514233740112559,7.471769343794757,8.743724267099553,6.3511065879096655,Cyber Security Analyst
8.34992120406235,45,8.872326482889019,5.500909069654357,5.035073969181289,10.0,3.807468409437289,Cloud Engineer
6.986212508491754,55,6.837350965160981,6.373752372228234,5.766265946829907,8.173454046078547,8.009973761405265,Cloud Engineer
8.93351548728992,80,6.466208684303632,7.591749671248801,10.0,8.46355675343222,5.571351033487614,Cloud Engineer
6.88093063964504,75,3.268921406334915,3.2387183629404612,10.0,9.37358941563538,7.846325216683906,Product Manager
8.936658484544713,87,6.556516648303761,5.972289135911511,8.873411048709867,6.131298316222449,8.338415293905244,Data Scientist
8.241240635045218,89,5.402753270705491,5.125649199466364,7.752394548019259,5.706109214159254,6.36124594748044,Cyber Security Analyst
7.5327149022494755,86,7.9842850601475535,5.6699259344852155,7.850341106180631,5.670999131676191,5.714018130584947,Data Scientist
8.461449145292947,88,8.27669079933002,7.827183249036024,5.869395753463765,4.220971140748953,4.368379430069123,Data Scientist
8.80034514799654,83,4.325123406751715,5.788679902929659,6.992956007989661,2.8583760329447694,8.959697550397106,Cyber Security Analyst
7.256865539592985,63,4.065163860545931,4.095075535310661,7.230552023546567,8.091142336692634,8.073953380788522,UI/UX Designer
7.592478871551097,84,9.668386515828942,2.388604891917819,5.873857235398491,3.949000260559688,3.633920777329895,Cyber Security Analyst
8.01503526720866,86,6.527096133039482,10.0,7.85633576603975,8.271131280361198,7.908003526986405,Cyber Security Analyst
8.258969220493267,41,9.354419585119663,6.119687411547444,8.802070666326536,6.299667432679196,6.2818147361426435,Full-Stack Developer
9.060380141132878,79,6.096039487989904,2.4582563862479203,9.828765977604874,8.515143278259865,8.726870981903408,Product Manager
8.262527344419523,78,9.765454240281096,7.404981710960955,8.298632791255182,3.5994071858884475,5.330997528318103,Data Scientist
7.8772962654604095,65,1.4101150510402802,8.687431595503693,10.0,8.480557859100452,5.525216077586662,Product Manager
7.394881495253586,58,4.7586536735883636,5.003627222389352,8.222272597068724,9.867085258859984,9.567768367757624,UI/UX Designer
8.03140001096033,88,9.280991867735032,7.377300480179406,4.071868300716247,5.6964298099288335,7.176634412969153,Full-Stack Developer
6.344484089910516,88,9.489707502478572,7.172973011078008,6.9573678136014,2.5671511081120566,3.9140772127942975,Cloud Engineer
7.421268316332193,73,10.0,7.5604821245257225,5.169144843577218,4.661594543637574,8.32387463549355,Full-Stack Developer
6.873142130461845,44,7.313212128609473,6.199692656403395,4.682501577104504,4.3145298070261555,6.784083779465192,Cloud Engineer
9.524720998001007,86,7.94251826389642,2.987965237000596,5.1787170808184015,8.316221747000135,7.583325387925871,Cyber Security Analyst
7.824518316374555,72,4.088701114998135,5.99212846645175,8.616512473805239,9.386201966129375,3.121076806732539,Product Manager
6.323872522010928,82,1.9764860983197692,3.6715451133911543,7.993155756514556,1.925848130055722,8.697675757923692,UI/UX Designer
7.451804514464187,74,8.153066262752336,7.95475037626068,8.700013037603611,4.920509281350812,3.160076734016619,Full-Stack Developer
7.724092481810417,65,8.93890623912781,9.729773686267334,7.036765261388414,6.9959965824909,8.902287215590084,Cloud Engineer
6.73265243711195,86,1.0,4.71343348256584,6.438724770080156,5.383644093450426,9.462724313641118,UI/UX Designer
6.941579630567239,36,9.70024295336242,7.867700556057537,8.455785730019816,7.48392603305893,8.953317250859257,Full-Stack Developer
6.268269232490175,73,8.730297808011802,4.105143951483724,7.51092287693254,5.972444089465617,8.744755593094492,Cyber Security Analyst
7.1249893716301855,63,6.824901792781135,7.434274898521248,6.1009374655693405,6.010487399436366,6.093961187529484,Cloud Engineer
6.843471048531183,53,2.862650909025244,3.657952177698609,9.91319487298043,6.988818574499658,8.57396766143558,UI/UX Designer
7.6699729029073085,88,6.3495245098422295,5.332176265016303,5.469425129106767,5.461811124142099,8.978090347768958,Cyber Security Analyst
7.1576913613756,65,6.970769144906011,9.961303471963637,10.0,6.502389944439348,5.092406670055688,Full-Stack Developer
7.720074328803621,36,8.518661650720274,6.851945093844259,8.818234649837652,5.711901403450961,6.2560821371169215,Full-Stack Developer
9.527546304310736,81,7.553316529309333,6.5243286520313974,7.731509912384941,7.494736063223603,5.418615383937913,Data Scientist
8.356429951288307,81,7.1813230146814195,6.374761816446443,9.524389696559405,10.0,7.572067911424165,Data Scientist
7.226390256496032,66,7.53562722299662,6.973453965021858,5.410631280675027,6.36301395525462,4.449536412664624,Cloud Engineer
8.26872749214733,53,1.0,5.50495957668717,6.2453473492623655,4.430976212373395,9.651065056670305,UI/UX Designer
6.72891345949556,73,5.710109826542361,3.2349779160917267,7.112898918893782,4.249982665083849,4.594897765759671,Cloud Engineer
7.108965998769508,51,6.9178962153038785,5.497397047545098,8.521799039030947,5.11899088225295,9.16407636592756,Cloud Engineer
7.72599727409403,77,3.217806090428187,1.7240119285732223,9.196226306717472,5.611497223531931,6.722049582189443,UI/UX Designer
7.491209443696644,71,3.957935474756466,6.1335118538376525,6.635460574777321,9.566225670750114,8.914236830767166,UI/UX Designer
7.041380723057001,60,7.388994390044779,7.8514485949929504,5.291287407115176,6.535485331406522,10.0,Full-Stack Developer
7.092539862364735,77,7.239300108596083,6.25323213506597,5.4810728936304525,10.0,4.7911710437365755,Cyber Security Analyst
7.871145873371309,70,4.788904284756594,4.688645529215841,8.588123033877533,8.012393775927507,6.675205324150404,Product Manager
8.77626657617372,87,8.707924366969674,9.208450525866182,4.439084266558602,4.9984272351648125,9.814037803821112,Data Scientist
7.826927373764162,61,9.215631064810394,7.0077446112416215,7.353421837162849,7.541730387773933,3.042827508440317,Cloud Engineer
7.084712086099199,91,3.922375434559947,6.656306980780211,9.658705125709753,7.590842382914876,6.7756897630609325,Product Manager
8.786974963849595,58,3.421446481377299,3.894708453305989,5.551672880857222,7.947114895040248,10.0,UI/UX Designer
6.322214458507647,77,2.794704389389369,3.7898738480161933,8.063485982503263,7.624474973188134,7.735698073326365,Product Manager
8.801849168160095,88,4.961303055427771,8.79432547919092,6.8113196198505275,6.111449824577389,8.188383036941897,Cloud Engineer
6.703497041342413,74,3.323046532826849,6.742029838818354,6.684974952437359,4.104920425428175,2.888500048256743,Cloud Engineer
9.040229934502674,66,6.982807829454609,7.516669308648122,5.021282432197083,7.60887822022173,5.685572213271098,Data Scientist
9.776651626398838,40,7.388038820349916,9.349704627310695,6.132529115609049,4.17888431052024,4.258270704707343,Full-Stack Developer
7.170382658193592,56,1.0,4.934493459568003,10.0,4.574308434645671,8.745022782579145,UI/UX Designer
8.591506851922462,85,6.5584500084725414,4.402724416402964,5.926285196697074,6.219465278375585,5.632127689182043,Cyber Security Analyst
7.138109028766996,72,7.148118666456002,3.454665715453058,6.866168236609495,6.059967269054316,4.59105979308094,Cyber Security Analyst
7.653366912645105,75,8.230943956388163,6.284024193073795,7.935099158374527,6.0260010129902515,6.123137241250902,Data Scientist
7.826133022242118,46,5.38730805545466,4.165056239714144,6.215915469221441,8.098018451673779,4.591312618914482,Cloud Engineer
8.106009951345639,61,3.757106721031321,6.899432161191875,9.28447258916954,8.538551515350893,6.514946469165316,Product Manager
9.655239538433072,85,10.0,4.163713931981456,5.067328930364013,6.201634844508105,2.7408140280473456,Cyber Security Analyst
8.21759157979305,87,5.000883293817573,4.151568869576428,6.030685957265502,7.822752391609128,4.166908350449121,Cyber Security Analyst
5.659125768668355,60,2.1535335077781914,5.052182100421668,8.244617067646677,7.888482197008051,6.373533528954157,Product Manager
6.148315394383666,76,5.652062811380968,6.71784016569402,7.832717933066682,2.490426318849532,5.752212042518882,Cloud Engineer
7.494663529163336,55,8.665147727623888,9.97502735363078,6.471740524600614,6.485040851225039,6.359690837456118,Full-Stack Developer
7.45273534737099,71,7.067150300642355,4.384428766640376,6.011652367035696,7.327474427776042,8.020282920857237,Cyber Security Analyst
8.471047546331107,93,8.133847654246,7.446639731517086,6.319383537195337,7.26588326758693,2.946896276604507,Data Scientist
7.286727624034208,89,3.9821229951943424,7.713266764366908,2.931264262228039,8.695711562658072,8.594812229725248,Cyber Security Analyst
7.722133771633713,60,4.534100531738518,3.2107853955609924,9.196554776511574,9.531844539468635,8.893955768707466,Product Manager
8.389630795623438,48,2.6005240072159452,4.1246686603945895,5.718132688117032,10.0,8.322290994374955,UI/UX Designer
6.835465070357787,51,7.066321698892439,6.792604168353625,5.792819625009512,3.987768213833008,3.898176084343626,Full-Stack Developer
8.484322398476584,61,9.49245126400815,8.289168643907818,5.315916967656552,6.764819492368101,6.332904416426112,Full-Stack Developer
9.955300139910895,100,7.704431184063257,5.937126986743045,7.7622846662381955,3.5016498773519045,7.1429613931539695,Cyber Security Analyst
7.126600731623431,47,6.44456990561033,10.0,7.515427884302826,5.246894697955469,4.5895785273404375,Cloud Engineer
8.437838301566645,63,1.6409463082465878,2.0123407175715187,7.698930577494075,4.790744442796541,9.506734662486839,UI/UX Designer
8.47485028469613,44,8.983577103927248,9.188393273448083,9.691836795276682,4.964777401927657,6.447575903277797,Full-Stack Developer
8.705628077952838,70,3.6325273858683897,2.7363677157346085,9.399494963975853,6.925097105295081,9.305554320377258,UI/UX Designer
8.778028323914429,79,8.638891045936774,8.567307866638952,7.2922792318027705,5.682651112578728,5.91675701341497,Data Scientist
7.8431090829517585,67,8.692221765047,8.21915032766394,8.119380349040831,7.29096836228215,10.0,Full-Stack Developer
7.4535796292586,60,2.0943296414068966,7.214776856677426,8.73562935755415,4.592210699399133,9.491793055399613,UI/UX Designer
5.690041099019294,79,4.447139639061744,7.5981854109996085,7.550653400182101,4.948389225374086,5.737923186002008,Cloud Engineer
8.580069000322165,84,7.866725336321709,5.177904545219405,8.7488705730571,4.914790316483444,7.754203957572585,Cyber Security Analyst
6.219695601329105,78,8.308091930118756,7.9544139836445025,9.7699554940715,3.859830467347695,2.9489496581505223,Full-Stack Developer
7.743339449322692,79,10.0,6.343586294524844,6.568071667145791,7.004844258380825,9.441660594239067,Full-Stack Developer
7.7696693573970705,61,9.323245762908979,9.249201767487534,7.689893538733217,7.215028654299009,4.111262444913895,Full-Stack Developer
7.991404567019497,43,8.836107125662336,3.9233095643575515,7.4746391095736255,6.889310371333918,4.009289272151966,Cloud Engineer
8.734558354890531,78,8.436713966890338,7.162762078923981,8.352737200542535,8.549354677129518,6.515993984240132,Data Scientist
6.588205511248643,87,1.4975699851576267,4.558071652340672,6.977023628003302,6.416765615895105,8.752822617479403,UI/UX Designer
7.218899707114045,98,7.536888593037653,4.013074367271968,6.3325250179392105,6.551021124696506,4.402909368787635,Cyber Security Analyst
8.765197251623698,84,6.130448632789559,9.826787830234274,7.977113921390534,9.953088547456456,8.702956858947015,Cyber Security Analyst
7.475895121847499,59,10.0,7.903371093376779,6.20605264368067,7.237373095695811,8.258648875079,Full-Stack Developer
6.188778989824884,65,7.723407836054413,10.0,6.736598048933451,4.48076231790338,5.175373762530276,Cyber Security Analyst
7.080100300220877,70,7.836677727839958,8.070647453918232,9.360980144935048,3.5484686739953175,3.0712502395803596,Cloud Engineer
7.417149085194108,59,7.451220177487788,9.246326885797453,7.899675783947093,8.267093549005411,3.4455590681538335,Full-Stack Developer
